sku_code,fieldType,product_name,description,productImageUrl,category,price,Original price,english_name,Product Classification,Product Classification,Product Classification,Product Classification,Product Classification,additionalInfoTitle,additionalInfoDescription1
product_c2bb9e23-c722-88d4-8394-2d7b2809e83b,Product,【畢業花束】錦程鮮花束,<p>【畢業花束】訂購需知：花束圖片只供款式參考，花材配搭將因應季節及市場供應而異，若有需要可於訂購前與我們花藝師確認。</p><p><br>包裝：<br>花紙（附以心意卡）<br>- 建議預訂送貨日期前3天訂購以確保選用最接近圖片中的花材，包括假日及公眾假期。<br>- 急單請另與本花店聯絡安排，本店保留收取急單製作及送貨費用。<br>- 如要求更改花束內容，請先與我們花藝師查詢自訂款式，而花束價格亦可能有所調整。<br>- 如須更改訂單內容或配送日期，請於預訂送貨日期前48小時通知，否則訂單更改將不會予以理會並如期配送，如因客戶自己無法簽收造成損失由客戶自行承擔後果。</p>,https://static.wixstatic.com/media/641b73_a332d624776848a0aed55674e8476e54~mv2.jpg;https://static.wixstatic.com/media/641b73_80872bc52cee4ba2a53075931d7b345a~mv2.jpg;https://static.wixstatic.com/media/641b73_604c1f5d98d74233b5f649daf5a4a5a5~mv2.jpg;https://static.wixstatic.com/media/641b73_f0e1bc9d0bb14db2bf43300bc7fcc7a6~mv2.jpg,,398,,,,,,,,,"<p>適合喜歡粉色的她/他，<br>
花禮尺寸方便攜帶、簡單卻富含心意。</p>

<p>-尺寸參考<br>
H35xW23xD18（誤差±5cm）</p>
"
